title,years_experience,degree_level,location,industry,company_size,skills,skill_count,salary
data_scientist,3.9,bachelor,toronto,finance,large,"['Machine Learning', 'SHAP', 'scikit-learn', 'Pandas']",4,251917.07372454493
ml_engineer,7.6,none,singapore,education,large,"['LLM', 'Kubernetes', 'PyTorch', 'MLflow', 'TensorFlow', 'Python']",6,216238.61988965518
backend_engineer,3.0,bachelor,remote,healthcare,mid,"['Kafka', 'Python', 'REST APIs', 'Redis']",4,162010.52352939104
site_reliability_engineer,4.4,phd,austin,technology,small,"['Grafana', 'Terraform', 'CI/CD', 'Kubernetes', 'AWS']",5,272824.2818010133
fullstack_engineer,2.3,bachelor,remote,manufacturing,startup,"['Node.js', 'JavaScript', 'PostgreSQL', 'Docker']",4,112779.48866010243
product_manager,4.4,bachelor,singapore,technology,enterprise,"['Stakeholder Management', 'Product Management', 'A/B Testing', 'Jira', 'Figma']",5,224850.39919566226
ml_engineer,2.8,master,toronto,education,mid,"['TensorFlow', 'MLflow', 'PyTorch', 'LLM']",4,169890.11669304912
site_reliability_engineer,1.8,associate,remote,finance,mid,"['AWS', 'Linux', 'CI/CD']",3,198864.82765103577
ml_engineer,8.4,bachelor,london,media,large,"['PyTorch', 'RAG', 'Kubernetes', 'LLM', 'Python', 'Machine Learning', 'TensorFlow']",7,355086.37053017353
devops_engineer,6.2,associate,singapore,media,startup,"['Helm', 'Prometheus', 'AWS', 'Terraform', 'Linux', 'Grafana']",6,129461.44248368233
site_reliability_engineer,2.5,bachelor,toronto,healthcare,startup,"['Go', 'CI/CD', 'Terraform', 'Linux']",4,162717.51077519078
data_engineer,2.7,bachelor,bengaluru,energy,mid,"['Spark', 'PostgreSQL', 'Airflow', 'dbt']",4,127545.8740143239
ml_engineer,5.0,bachelor,singapore,media,mid,"['Kubernetes', 'Deep Learning', 'LLM', 'PyTorch', 'RAG']",5,244199.2286679826
software_engineer,1.8,associate,new_york,technology,mid,"['Redis', 'TypeScript', 'Java']",3,189877.24000699708
product_manager,5.3,master,remote,education,large,"['Stakeholder Management', 'A/B Testing', 'Product Management', 'Figma', 'Analytics']",5,141048.50077554016
site_reliability_engineer,7.7,master,new_york,healthcare,large,"['Kubernetes', 'Grafana', 'Go', 'Linux', 'AWS', 'Terraform']",6,312810.35568981286
product_manager,2.7,bachelor,remote,education,mid,"['Analytics', 'SQL', 'Product Management', 'Jira']",4,109370.00303655933
backend_engineer,10.5,bachelor,san_francisco,finance,large,"['Kafka', 'Python', 'Go', 'Docker', 'Java', 'MongoDB', 'Celery', 'Redis']",8,419748.21817955613
ml_engineer,4.0,bachelor,toronto,education,enterprise,"['RAG', 'Docker', 'Deep Learning', 'TensorFlow', 'LLM']",5,205450.0146844555
frontend_engineer,6.3,bachelor,san_francisco,finance,mid,"['JavaScript', 'Tailwind CSS', 'Redux', 'Jest', 'GraphQL', 'Vue.js']",6,275862.47604913835
frontend_engineer,7.4,none,toronto,retail,mid,"['GraphQL', 'Redux', 'JavaScript', 'TypeScript', 'Jest', 'Next.js']",6,151387.69376915615
backend_engineer,5.4,associate,bengaluru,technology,mid,"['Redis', 'MongoDB', 'PostgreSQL', 'Kafka', 'Docker']",5,123713.83891784334
frontend_engineer,2.4,none,new_york,media,small,"['TypeScript', 'Tailwind CSS', 'Next.js', 'Jest']",4,149208.38351870945
data_engineer,3.6,master,singapore,energy,large,"['Spark', 'dbt', 'Airflow', 'ETL']",4,190103.78946999914
devops_engineer,2.9,bachelor,austin,consulting,mid,"['Docker', 'Ansible', 'CI/CD', 'Linux']",4,175056.8141692474
frontend_engineer,3.9,none,austin,energy,mid,"['TypeScript', 'JavaScript', 'Tailwind CSS', 'React']",4,134337.04700460556
fullstack_engineer,9.3,master,san_francisco,technology,mid,"['React', 'Docker', 'TypeScript', 'JavaScript', 'FastAPI', 'GraphQL', 'Next.js']",7,320084.4383355379
fullstack_engineer,11.3,bachelor,new_york,finance,small,"['Next.js', 'React', 'GraphQL', 'TypeScript', 'PostgreSQL', 'Node.js', 'Docker', 'JavaScript']",8,322404.22885933775
ml_engineer,2.1,bachelor,bengaluru,technology,mid,"['MLflow', 'Kubernetes', 'RAG', 'TensorFlow']",4,117169.06903080938
backend_engineer,0.8,bachelor,seattle,technology,mid,"['Celery', 'Kafka', 'MongoDB']",3,193803.7375401738
software_engineer,4.5,bachelor,singapore,healthcare,small,"['Java', 'Next.js', 'Docker', 'FastAPI', 'TypeScript']",5,206778.7787373348
data_engineer,11.6,bachelor,london,media,small,"['Snowflake', 'SQL', 'Spark', 'Kafka', 'dbt', 'PostgreSQL', 'Airflow', 'AWS']",8,223329.62068463388
data_engineer,7.6,master,austin,healthcare,mid,"['Airflow', 'SQL', 'ETL', 'PostgreSQL', 'AWS', 'Spark']",6,251520.0753790331
devops_engineer,6.0,master,toronto,healthcare,small,"['Prometheus', 'Kubernetes', 'Terraform', 'Linux', 'Helm', 'AWS']",6,197072.84131429257
site_reliability_engineer,2.2,bachelor,remote,consulting,large,"['Linux', 'Terraform', 'AWS', 'Prometheus']",4,232465.38092773122
fullstack_engineer,4.9,associate,london,finance,mid,"['GraphQL', 'Node.js', 'Docker', 'React', 'Next.js']",5,245736.1577487709
software_engineer,8.5,bachelor,remote,technology,mid,"['Next.js', 'PostgreSQL', 'Redis', 'Python', 'FastAPI', 'Java', 'React']",7,192430.89402021855
ml_engineer,10.9,master,toronto,healthcare,startup,"['MLflow', 'Docker', 'LLM', 'Machine Learning', 'Kubernetes', 'RAG', 'PyTorch', 'Deep Learning']",8,280132.82907968125
ml_engineer,2.1,master,london,retail,small,"['TensorFlow', 'Machine Learning', 'RAG', 'PyTorch']",4,190795.9958345135
fullstack_engineer,12.7,associate,berlin,finance,mid,"['Node.js', 'Docker', 'React', 'Next.js', 'JavaScript', 'PostgreSQL', 'TypeScript', 'GraphQL', 'FastAPI']",9,255754.3834250176
data_engineer,4.9,none,remote,energy,small,"['Python', 'Spark', 'Airflow', 'Kafka', 'ETL']",5,182600.55803551705
frontend_engineer,1.8,master,austin,manufacturing,small,"['Vue.js', 'React', 'JavaScript']",3,118779.0650029
fullstack_engineer,3.1,bachelor,berlin,energy,mid,"['FastAPI', 'PostgreSQL', 'TypeScript', 'GraphQL']",4,170497.11653560348
frontend_engineer,4.5,master,berlin,education,mid,"['TypeScript', 'Jest', 'JavaScript', 'Tailwind CSS', 'Vue.js']",5,120691.48537133011
software_engineer,10.1,bachelor,new_york,media,mid,"['Java', 'TypeScript', 'Next.js', 'React', 'Python', 'Docker', 'FastAPI', 'PostgreSQL']",8,254017.82657090307
data_scientist,10.9,none,new_york,energy,small,"['SQL', 'SHAP', 'TensorFlow', 'NLP', 'scikit-learn', 'Machine Learning', 'Python', 'Pandas']",8,292472.3265383779
devops_engineer,2.5,associate,singapore,consulting,small,"['Docker', 'Grafana', 'Prometheus', 'Kubernetes']",4,178026.11796924312
devops_engineer,2.0,none,remote,education,large,"['AWS', 'Linux', 'Terraform', 'Helm']",4,125992.6187944307
frontend_engineer,6.2,bachelor,new_york,education,large,"['Redux', 'Tailwind CSS', 'TypeScript', 'JavaScript', 'Next.js', 'Vue.js']",6,141368.72312946463
data_scientist,3.0,associate,london,finance,mid,"['scikit-learn', 'NLP', 'Python', 'SQL']",4,261092.35616685983
devops_engineer,0.5,associate,toronto,technology,large,"['AWS', 'Linux', 'Ansible']",3,136819.64309932076
ml_engineer,12.4,master,bengaluru,technology,small,"['Python', 'Deep Learning', 'PyTorch', 'Docker', 'MLflow', 'Kubernetes', 'RAG', 'LLM', 'Machine Learning']",9,236432.19340025552
data_scientist,3.3,master,toronto,retail,mid,"['TensorFlow', 'NLP', 'Pandas', 'SQL']",4,140200.63396152554
data_scientist,2.2,bachelor,singapore,finance,startup,"['Machine Learning', 'Pandas', 'PyTorch', 'Python']",4,198409.93223540013
data_scientist,4.7,associate,singapore,energy,large,"['Python', 'SHAP', 'Pandas', 'NLP', 'Machine Learning']",5,256004.42543123255
data_engineer,9.3,master,austin,technology,small,"['Airflow', 'Kafka', 'Python', 'dbt', 'Spark', 'Snowflake', 'ETL']",7,280407.1301586546
product_manager,13.5,phd,toronto,technology,small,"['Stakeholder Management', 'Product Management', 'Jira', 'A/B Testing', 'SQL', 'Figma', 'Agile', 'Analytics', 'Node.js']",9,331619.74535596883
product_manager,7.0,bachelor,austin,education,mid,"['SQL', 'Figma', 'Agile', 'Analytics', 'Jira', 'Stakeholder Management']",6,133010.21217348622
product_manager,5.2,bachelor,toronto,energy,large,"['A/B Testing', 'Stakeholder Management', 'SQL', 'Jira', 'Figma']",5,200366.2448934175
frontend_engineer,19.1,master,remote,media,large,"['Next.js', 'React', 'GraphQL', 'TypeScript', 'Vue.js', 'Jest', 'Tailwind CSS', 'Redux', 'JavaScript', 'Kubernetes', 'Machine Learning']",11,314500.346078011
fullstack_engineer,14.5,associate,new_york,education,mid,"['FastAPI', 'TypeScript', 'PostgreSQL', 'GraphQL', 'Next.js', 'React', 'Node.js', 'Docker', 'JavaScript', 'Kafka']",10,259296.7120988813
data_engineer,5.6,master,remote,media,large,"['Airflow', 'SQL', 'ETL', 'Snowflake', 'AWS']",5,181742.90021656896
backend_engineer,13.8,bachelor,london,finance,small,"['Kafka', 'Redis', 'REST APIs', 'Celery', 'MongoDB', 'Python', 'Go', 'Java', 'Docker']",9,390604.3753077318
frontend_engineer,2.4,master,berlin,manufacturing,startup,"['Redux', 'GraphQL', 'TypeScript', 'Vue.js']",4,119782.93129709375
backend_engineer,3.5,bachelor,austin,retail,enterprise,"['Java', 'Celery', 'Redis', 'REST APIs']",4,144151.00042698742
data_scientist,4.1,bachelor,austin,finance,large,"['scikit-learn', 'NumPy', 'SQL', 'Machine Learning', 'PyTorch']",5,262704.41077429324
site_reliability_engineer,14.0,associate,remote,finance,enterprise,"['Linux', 'Go', 'AWS', 'Kubernetes', 'Docker', 'CI/CD', 'Prometheus', 'Terraform', 'Grafana', 'GraphQL']",10,433627.23498722794
data_scientist,5.1,bachelor,singapore,technology,small,"['Pandas', 'TensorFlow', 'NLP', 'scikit-learn', 'Machine Learning']",5,217799.26447193098
product_manager,10.5,associate,singapore,retail,mid,"['Analytics', 'Jira', 'Agile', 'SQL', 'Figma', 'A/B Testing', 'Stakeholder Management', 'Product Management']",8,174218.35996875467
backend_engineer,5.8,bachelor,seattle,retail,enterprise,"['PostgreSQL', 'Docker', 'Python', 'REST APIs', 'Redis']",5,186140.72312501207
product_manager,1.6,master,toronto,media,enterprise,"['SQL', 'A/B Testing', 'Stakeholder Management']",3,154034.37735697773
ml_engineer,8.4,bachelor,london,manufacturing,mid,"['TensorFlow', 'LLM', 'MLflow', 'PyTorch', 'RAG', 'Docker', 'Machine Learning']",7,335539.972217222
site_reliability_engineer,1.8,master,austin,finance,mid,"['Go', 'AWS', 'Terraform']",3,249128.93182734284
software_engineer,11.6,associate,berlin,manufacturing,enterprise,"['Node.js', 'React', 'Next.js', 'PostgreSQL', 'Java', 'Redis', 'FastAPI', 'Python']",8,216023.5080783636
ml_engineer,2.0,master,new_york,healthcare,large,"['PyTorch', 'MLflow', 'Machine Learning', 'TensorFlow']",4,247665.23472122382
site_reliability_engineer,3.1,associate,remote,consulting,small,"['Kubernetes', 'AWS', 'Prometheus', 'Grafana']",4,209265.93522861472
frontend_engineer,5.0,bachelor,toronto,consulting,mid,"['React', 'GraphQL', 'Tailwind CSS', 'JavaScript', 'Next.js']",5,161754.21781424803
software_engineer,8.2,bachelor,singapore,consulting,mid,"['Next.js', 'PostgreSQL', 'TypeScript', 'FastAPI', 'Redis', 'Docker', 'Java']",7,286962.91857362626
frontend_engineer,2.2,bachelor,new_york,technology,large,"['Tailwind CSS', 'JavaScript', 'Jest', 'Redux']",4,167908.92547102194
site_reliability_engineer,7.4,associate,austin,retail,startup,"['Kubernetes', 'Docker', 'AWS', 'Linux', 'Grafana', 'Terraform']",6,178038.74980148193
software_engineer,1.4,master,austin,media,small,"['Redis', 'Docker', 'Next.js']",3,111340.80886638716
product_manager,15.8,bachelor,berlin,retail,enterprise,"['Analytics', 'Agile', 'Jira', 'Product Management', 'Stakeholder Management', 'SQL', 'Figma', 'A/B Testing', 'Redis', 'Docker']",10,297602.1020574645
product_manager,13.3,master,toronto,finance,startup,"['SQL', 'Jira', 'Figma', 'Agile', 'Analytics', 'A/B Testing', 'Product Management', 'Stakeholder Management', 'CI/CD']",9,332495.2729763862
data_scientist,7.9,phd,austin,consulting,enterprise,"['Pandas', 'Python', 'scikit-learn', 'SHAP', 'SQL', 'PyTorch']",6,242360.20051218598
ml_engineer,4.5,master,london,finance,large,"['Kubernetes', 'Python', 'Machine Learning', 'TensorFlow', 'LLM']",5,335839.4865462911
data_scientist,9.2,bachelor,london,education,mid,"['Machine Learning', 'SQL', 'NumPy', 'Python', 'SHAP', 'Pandas', 'scikit-learn']",7,221615.9211811193
data_scientist,4.1,associate,new_york,media,enterprise,"['Machine Learning', 'PyTorch', 'TensorFlow', 'SQL', 'Pandas']",5,229524.90142840706
product_manager,1.9,associate,new_york,technology,large,"['Product Management', 'A/B Testing', 'Analytics']",3,235280.07692071746
product_manager,5.6,phd,new_york,finance,mid,"['Jira', 'Analytics', 'Figma', 'Product Management', 'A/B Testing']",5,267184.83126173174
ml_engineer,8.6,phd,seattle,consulting,mid,"['PyTorch', 'Deep Learning', 'Kubernetes', 'TensorFlow', 'Docker', 'MLflow', 'Machine Learning']",7,344680.85724877304
ml_engineer,2.7,master,london,energy,mid,"['Python', 'Machine Learning', 'PyTorch', 'MLflow']",4,274319.66088070313
data_scientist,2.0,master,new_york,media,small,"['Python', 'TensorFlow', 'NumPy', 'SQL']",4,186600.56869957864
frontend_engineer,7.6,master,london,healthcare,enterprise,"['Jest', 'TypeScript', 'Vue.js', 'Tailwind CSS', 'GraphQL', 'React']",6,256611.6989651496
ml_engineer,0.8,none,singapore,technology,large,"['PyTorch', 'Docker', 'MLflow']",3,201438.79722637194
site_reliability_engineer,1.6,bachelor,singapore,education,large,"['AWS', 'Linux', 'Docker']",3,133415.74412373966
data_engineer,2.4,associate,berlin,energy,small,"['Snowflake', 'Airflow', 'ETL', 'Python']",4,168837.88321309886
fullstack_engineer,1.7,bachelor,new_york,technology,mid,"['JavaScript', 'Next.js', 'FastAPI']",3,217911.3806501927
backend_engineer,1.4,bachelor,berlin,retail,mid,"['Redis', 'Java', 'Go']",3,136152.97620027736
ml_engineer,5.8,bachelor,san_francisco,media,mid,"['TensorFlow', 'Docker', 'RAG', 'PyTorch', 'Kubernetes']",5,282439.74534056935
backend_engineer,7.4,master,singapore,media,enterprise,"['REST APIs', 'Kafka', 'PostgreSQL', 'Redis', 'Python', 'Celery']",6,206281.52999584732
ml_engineer,5.5,associate,new_york,finance,large,"['Kubernetes', 'Deep Learning', 'Machine Learning', 'MLflow', 'RAG']",5,361303.58133270155
data_scientist,7.9,associate,remote,consulting,large,"['Machine Learning', 'NLP', 'SHAP', 'Python', 'SQL', 'scikit-learn']",6,225241.57358478208
ml_engineer,8.6,bachelor,seattle,media,large,"['RAG', 'PyTorch', 'Python', 'Kubernetes', 'Deep Learning', 'TensorFlow', 'Docker']",7,300450.0860591086
ml_engineer,3.1,master,singapore,healthcare,small,"['LLM', 'PyTorch', 'Kubernetes', 'Docker']",4,201560.19273573926
data_scientist,2.6,master,singapore,education,large,"['Pandas', 'NLP', 'PyTorch', 'SHAP']",4,140552.17794253505
software_engineer,9.8,associate,berlin,energy,enterprise,"['Docker', 'Node.js', 'Next.js', 'FastAPI', 'Redis', 'Java', 'React']",7,301232.6484601202
site_reliability_engineer,9.1,associate,remote,energy,mid,"['Terraform', 'Docker', 'Linux', 'Kubernetes', 'AWS', 'Go', 'Prometheus']",7,254484.8995698847
data_engineer,8.0,none,toronto,media,startup,"['Kafka', 'dbt', 'Python', 'Snowflake', 'PostgreSQL', 'ETL', 'AWS']",7,188549.37862752329
product_manager,3.5,bachelor,seattle,finance,large,"['SQL', 'Product Management', 'Analytics', 'Stakeholder Management']",4,239499.80637823732
site_reliability_engineer,14.1,master,berlin,finance,mid,"['Prometheus', 'CI/CD', 'Go', 'Grafana', 'AWS', 'Terraform', 'Kubernetes', 'Linux', 'Docker', 'Node.js']",10,437934.9222063773
ml_engineer,1.3,master,remote,media,large,"['LLM', 'Machine Learning', 'Docker']",3,184321.71988537695
product_manager,1.4,bachelor,remote,consulting,mid,"['Figma', 'Jira', 'Analytics']",3,157350.66583523067
fullstack_engineer,11.3,bachelor,seattle,retail,small,"['GraphQL', 'Docker', 'Next.js', 'Node.js', 'FastAPI', 'TypeScript', 'React', 'JavaScript']",8,206495.6439507395
backend_engineer,14.5,bachelor,austin,technology,startup,"['Python', 'Docker', 'Go', 'PostgreSQL', 'Java', 'Kafka', 'Redis', 'REST APIs', 'MongoDB', 'Celery']",10,240174.7959105356
devops_engineer,7.1,associate,seattle,consulting,small,"['Prometheus', 'Linux', 'Kubernetes', 'CI/CD', 'Terraform', 'AWS']",6,259977.95000961376
ml_engineer,8.1,master,remote,finance,enterprise,"['RAG', 'TensorFlow', 'Kubernetes', 'Machine Learning', 'LLM', 'MLflow', 'Deep Learning']",7,371929.5410243865
software_engineer,2.4,associate,london,media,mid,"['Redis', 'Python', 'PostgreSQL', 'Docker']",4,176806.0955699681
software_engineer,3.6,associate,london,technology,large,"['Next.js', 'Node.js', 'Java', 'FastAPI']",4,199783.68791300216
data_scientist,3.2,master,new_york,technology,large,"['NumPy', 'Python', 'NLP', 'Pandas']",4,278894.17918040534
frontend_engineer,12.8,bachelor,san_francisco,consulting,large,"['TypeScript', 'JavaScript', 'React', 'GraphQL', 'Jest', 'Next.js', 'Vue.js', 'Redux', 'Tailwind CSS']",9,332301.69983273954
backend_engineer,3.8,none,san_francisco,healthcare,small,"['Python', 'REST APIs', 'Redis', 'Kafka']",4,239857.403768932
product_manager,3.4,master,austin,technology,enterprise,"['SQL', 'Figma', 'Stakeholder Management', 'Agile']",4,217571.7968457694
frontend_engineer,3.9,phd,bengaluru,technology,mid,"['React', 'Jest', 'Next.js', 'GraphQL']",4,104766.78223694491
data_scientist,1.5,bachelor,seattle,healthcare,small,"['NLP', 'PyTorch', 'scikit-learn']",3,197194.54994428268
ml_engineer,7.6,bachelor,new_york,healthcare,large,"['LLM', 'TensorFlow', 'MLflow', 'Docker', 'PyTorch', 'RAG']",6,298666.41537022474
devops_engineer,4.2,bachelor,berlin,consulting,mid,"['Ansible', 'Grafana', 'Terraform', 'Docker', 'CI/CD']",5,200566.26371059197
site_reliability_engineer,8.7,bachelor,singapore,consulting,large,"['AWS', 'Docker', 'Prometheus', 'CI/CD', 'Grafana', 'Linux', 'Go']",7,321935.20847176184
backend_engineer,3.6,master,toronto,retail,startup,"['REST APIs', 'MongoDB', 'Celery', 'Java']",4,128608.41544754291
fullstack_engineer,2.2,bachelor,toronto,healthcare,large,"['Docker', 'FastAPI', 'Node.js', 'PostgreSQL']",4,155826.71239951314
ml_engineer,7.8,bachelor,new_york,education,small,"['Python', 'RAG', 'Docker', 'LLM', 'Kubernetes', 'Deep Learning']",6,213271.37846179708
fullstack_engineer,7.4,bachelor,berlin,retail,small,"['PostgreSQL', 'Next.js', 'TypeScript', 'React', 'JavaScript', 'GraphQL']",6,201432.0405802988
software_engineer,5.6,master,bengaluru,consulting,small,"['TypeScript', 'Next.js', 'PostgreSQL', 'Redis', 'Java']",5,118523.93826156105
ml_engineer,3.6,associate,remote,energy,large,"['Python', 'LLM', 'Machine Learning', 'Deep Learning']",4,252694.33311309936
data_engineer,2.9,associate,san_francisco,consulting,mid,"['Airflow', 'Spark', 'Kafka', 'SQL']",4,229116.65752202403
software_engineer,2.4,bachelor,berlin,consulting,small,"['Docker', 'Redis', 'Node.js', 'Python']",4,174620.02883827424
fullstack_engineer,5.8,phd,berlin,finance,mid,"['GraphQL', 'Docker', 'TypeScript', 'FastAPI', 'PostgreSQL']",5,262218.59857907746
fullstack_engineer,13.0,master,toronto,manufacturing,enterprise,"['GraphQL', 'React', 'Next.js', 'Docker', 'PostgreSQL', 'Node.js', 'TypeScript', 'JavaScript', 'FastAPI']",9,253468.52612262662
data_engineer,1.0,associate,austin,education,mid,"['Python', 'Spark', 'Snowflake']",3,117319.57681597213
devops_engineer,5.3,bachelor,toronto,retail,enterprise,"['Kubernetes', 'Prometheus', 'Ansible', 'Helm', 'AWS']",5,149100.90192509728
software_engineer,0.9,bachelor,san_francisco,finance,mid,"['Java', 'React', 'Docker']",3,228710.41775254803
backend_engineer,3.8,master,new_york,retail,startup,"['MongoDB', 'Redis', 'Docker', 'Go']",4,163235.19291670303
data_engineer,4.3,bachelor,berlin,healthcare,mid,"['Kafka', 'Airflow', 'SQL', 'PostgreSQL', 'Snowflake']",5,212499.93059866363
frontend_engineer,20.0,master,toronto,media,enterprise,"['Next.js', 'TypeScript', 'Tailwind CSS', 'Vue.js', 'React', 'Jest', 'GraphQL', 'JavaScript', 'Redux', 'Docker', 'Golang']",11,302901.34095367504
backend_engineer,8.4,bachelor,bengaluru,finance,large,"['Go', 'Docker', 'Python', 'Kafka', 'Redis', 'REST APIs', 'MongoDB']",7,138213.61668276045
data_scientist,3.3,bachelor,seattle,education,small,"['scikit-learn', 'SQL', 'Python', 'Pandas']",4,141029.3962474269
data_scientist,8.2,associate,austin,manufacturing,mid,"['NLP', 'scikit-learn', 'SHAP', 'Python', 'SQL', 'PyTorch', 'Pandas']",7,221244.43330539996
frontend_engineer,3.4,bachelor,seattle,education,large,"['Tailwind CSS', 'Next.js', 'Jest', 'Vue.js']",4,119017.1527515651
data_scientist,3.0,master,new_york,education,mid,"['TensorFlow', 'SHAP', 'PyTorch', 'NumPy']",4,185542.22437725824
site_reliability_engineer,3.2,associate,austin,healthcare,small,"['Prometheus', 'AWS', 'CI/CD', 'Go']",4,172480.2657234323
data_scientist,4.8,none,new_york,education,large,"['scikit-learn', 'SHAP', 'PyTorch', 'Python', 'Machine Learning']",5,199411.37183970844
frontend_engineer,2.2,bachelor,austin,consulting,enterprise,"['Tailwind CSS', 'Next.js', 'TypeScript', 'Jest']",4,160437.11166889788
site_reliability_engineer,9.4,bachelor,berlin,consulting,large,"['Terraform', 'Grafana', 'Go', 'Prometheus', 'Kubernetes', 'Docker', 'Linux']",7,322870.52172909456
product_manager,2.2,associate,seattle,healthcare,large,"['Figma', 'A/B Testing', 'SQL', 'Jira']",4,190853.93311753802
software_engineer,4.1,associate,singapore,education,small,"['PostgreSQL', 'TypeScript', 'Java', 'Redis', 'Next.js']",5,145509.94184375933
fullstack_engineer,7.2,master,toronto,energy,startup,"['PostgreSQL', 'Docker', 'Node.js', 'JavaScript', 'GraphQL', 'FastAPI']",6,188535.58284845515
data_scientist,3.3,bachelor,singapore,retail,small,"['NLP', 'TensorFlow', 'Python', 'NumPy']",4,152778.23230573622
data_engineer,3.5,none,toronto,education,large,"['Kafka', 'Spark', 'SQL', 'Airflow']",4,142943.69370885566
site_reliability_engineer,5.7,bachelor,remote,healthcare,enterprise,"['Linux', 'Docker', 'CI/CD', 'Terraform', 'Prometheus']",5,235661.44904307328
frontend_engineer,4.7,bachelor,singapore,media,large,"['React', 'Jest', 'JavaScript', 'Redux', 'Tailwind CSS']",5,159225.4268144776
software_engineer,4.5,master,singapore,education,large,"['Next.js', 'TypeScript', 'Docker', 'Java', 'Redis']",5,154457.10645548147
fullstack_engineer,2.9,associate,london,consulting,small,"['React', 'Node.js', 'Next.js', 'Docker']",4,181109.10242063217
data_scientist,3.3,associate,seattle,media,startup,"['SHAP', 'NLP', 'PyTorch', 'Machine Learning']",4,184169.48514738813
frontend_engineer,13.4,master,seattle,media,mid,"['Tailwind CSS', 'React', 'Redux', 'JavaScript', 'Jest', 'Next.js', 'GraphQL', 'Vue.js', 'TypeScript']",9,226265.799531519
backend_engineer,2.8,master,seattle,energy,mid,"['Java', 'Kafka', 'MongoDB', 'Docker']",4,202956.54155994154
ml_engineer,6.6,bachelor,new_york,retail,large,"['Docker', 'LLM', 'Machine Learning', 'RAG', 'MLflow', 'TensorFlow']",6,248908.26105468842
product_manager,24.8,bachelor,singapore,energy,mid,"['SQL', 'Jira', 'A/B Testing', 'Stakeholder Management', 'Product Management', 'Figma', 'Analytics', 'Agile', 'PostgreSQL', 'Snowflake']",10,427546.30996976
data_scientist,3.3,bachelor,berlin,healthcare,small,"['Python', 'SHAP', 'NumPy', 'SQL']",4,180317.0683510732
site_reliability_engineer,4.5,none,seattle,media,mid,"['CI/CD', 'Linux', 'Kubernetes', 'Terraform', 'Grafana']",5,221419.0203755909
ml_engineer,20.1,bachelor,new_york,retail,large,"['Docker', 'Deep Learning', 'LLM', 'PyTorch', 'TensorFlow', 'Python', 'Kubernetes', 'RAG', 'Machine Learning', 'MLflow', 'Terraform', 'Node.js']",12,559358.2003269695
devops_engineer,7.1,master,new_york,healthcare,mid,"['CI/CD', 'Kubernetes', 'Ansible', 'Terraform', 'Linux', 'Docker']",6,258542.57540611655
data_engineer,9.5,associate,new_york,media,mid,"['AWS', 'Snowflake', 'SQL', 'Python', 'Spark', 'dbt', 'Airflow']",7,281103.193734895
backend_engineer,7.0,master,bengaluru,technology,enterprise,"['Go', 'Kafka', 'REST APIs', 'Python', 'Redis', 'Docker']",6,148630.62584932093
data_engineer,4.1,master,remote,manufacturing,large,"['dbt', 'Spark', 'ETL', 'Python', 'AWS']",5,185378.70686096486
data_engineer,1.9,bachelor,san_francisco,finance,mid,"['Kafka', 'ETL', 'dbt']",3,242532.09565697715
data_engineer,7.9,associate,singapore,retail,enterprise,"['ETL', 'dbt', 'AWS', 'Snowflake', 'PostgreSQL', 'Python']",6,188716.7888089164
fullstack_engineer,13.6,associate,singapore,technology,small,"['PostgreSQL', 'FastAPI', 'Node.js', 'React', 'Docker', 'GraphQL', 'JavaScript', 'Next.js', 'TypeScript']",9,228828.21516961083
devops_engineer,1.4,master,seattle,manufacturing,large,"['Grafana', 'Ansible', 'Helm']",3,185136.63392361387
fullstack_engineer,8.4,associate,remote,retail,small,"['PostgreSQL', 'TypeScript', 'Next.js', 'GraphQL', 'JavaScript', 'FastAPI', 'Docker']",7,142313.91613809761
frontend_engineer,7.8,bachelor,seattle,healthcare,mid,"['Vue.js', 'Redux', 'Tailwind CSS', 'TypeScript', 'JavaScript', 'React']",6,196205.49147284555
site_reliability_engineer,9.5,master,bengaluru,retail,large,"['Go', 'Docker', 'AWS', 'CI/CD', 'Terraform', 'Grafana', 'Kubernetes']",7,156985.49052004624
site_reliability_engineer,2.0,phd,toronto,technology,small,"['Linux', 'Grafana', 'Kubernetes', 'Docker']",4,192056.1930380157
frontend_engineer,3.3,master,remote,education,large,"['Jest', 'Tailwind CSS', 'Next.js', 'JavaScript']",4,86711.19090302466
ml_engineer,8.2,associate,remote,finance,large,"['PyTorch', 'TensorFlow', 'MLflow', 'Python', 'Machine Learning', 'RAG', 'Docker']",7,329362.42570921633
frontend_engineer,8.2,associate,new_york,education,small,"['Next.js', 'TypeScript', 'Jest', 'Vue.js', 'JavaScript', 'React', 'GraphQL']",7,179093.86268542052
frontend_engineer,5.7,bachelor,remote,manufacturing,mid,"['GraphQL', 'Tailwind CSS', 'Vue.js', 'Next.js', 'Redux']",5,123011.67235029604
ml_engineer,2.3,none,london,education,large,"['MLflow', 'Docker', 'LLM', 'TensorFlow']",4,176048.63525661817
backend_engineer,0.6,master,toronto,retail,small,"['Celery', 'MongoDB', 'Java']",3,116348.01686086485
ml_engineer,2.8,master,seattle,manufacturing,mid,"['Deep Learning', 'Docker', 'Machine Learning', 'TensorFlow']",4,214550.89584750775
data_engineer,4.6,bachelor,singapore,energy,mid,"['SQL', 'ETL', 'AWS', 'Python', 'Snowflake']",5,190159.4134672955
